"","Country","YearMonth","Query1","Query2","Query3","Query4","Query5","Query6","Query7","Query8","Query9","Query10","Query11","Query12","Query13","Query14","Query15","Query16","Query17","Query18","Query19","Query20","Query21","Query22","Query23","Query24","Query25","Query26","Query27","Query28","Query29","Query30","Query31","Query32","Query33","Query34","Query35","Query36","Query37","Query38","Query39","Query40"
"287","ZA",2015-06-01,"feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","AU",2015-07-01,"feminism definition","third wave feminism",NA,"intersectional feminism","what is feminism","feminist definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","AU",2015-08-01,"feminism definition",NA,"third wave feminism","intersectional feminism","everyday feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","ZA",2015-08-01,"feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","AU",2015-09-01,"feminism definition","liberal feminism",NA,"intersectional feminism","first wave feminism","third wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","PH",2015-10-01,"feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","AU",2015-10-01,"feminism definition","what is feminism","radical feminism","feminist definition","third wave feminism","intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","ZA",2015-10-01,"feminism definition","what is feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","PH",2015-11-01,"feminist meaning","feminism definition","what is feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","AU",2015-11-01,"feminism definition",NA,"intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","US",2016-01-01,NA,"feminism definition","what is feminism","feminist definition","intersectional feminism","white feminism","feminism quotes","everyday feminism","second wave feminism","third wave feminism","radical feminism","first wave feminism","emma watson feminism","what is a feminist","anti feminism","misogyny","sexism","emma watson","women against feminism","anti feminist","emma watson feminism speech","shailene woodley feminism","bell hooks feminism is for everybody","sarah palin saves feminism","feminism killed chivalry","chicana feminism","feminism is for everybody","chivalry","full frontal feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","CA",2016-01-01,"feminism definition","everyday feminism","feminist definition","intersectional feminism","third wave feminism","second wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","IN",2016-01-01,"feminism meaning","feminist meaning","feminism in india","radical feminism","feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","GB",2016-01-01,NA,"feminism definition","what is feminism","radical feminism","intersectional feminism","emma watson feminism","feminist definition","third wave feminism","everyday feminism","second wave feminism","first wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","US",2016-02-01,NA,"feminism definition","what is feminism","feminist definition","black feminism","white feminism","everyday feminism","feminism quotes","new feminism","clinton feminism","intersectional feminism","second wave feminism","third wave feminism","radical feminism","first wave feminism","equality","hillary clinton feminism","beyonce feminism","anti feminism","sexism","radical feminism definition","the feminine mystique","bernie sanders feminism","feminism meme","extreme feminism","milo yiannopoulos","cultural feminism","patriarchy","feminism article","waves of feminism","gender equality","chicana feminism","when did feminism start",NA,NA,NA,NA,NA,NA,NA
"302","CA",2016-02-01,"feminism definition",NA,"what is feminism","everyday feminism","intersectional feminism","third wave feminism","second wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","IN",2016-02-01,"feminism meaning","feminist meaning","feminism definition","feminism in india",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","GB",2016-02-01,"feminism definition","what is feminism","intersectional feminism","everyday feminism",NA,"radical feminism","third wave feminism","feminist definition","second wave feminism","emma watson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","US",2016-03-01,NA,"feminism definition","what is feminism","feminism quotes","feminist definition","intersectional feminism","black feminism","everyday feminism","second wave feminism","white feminism","first wave feminism","radical feminism","feminism history","third wave feminism","liberal feminism","anti feminism","feminism quote","what is a feminist","emma watson feminism","quotes about feminism","post feminism","egalitarian vs feminism","why feminism is wrong","sex positive feminism","egalitarian definition","misandry","seneca falls convention","fourth wave feminism","misogynist","marxist feminism","betty friedan","advocacy","egalitarian","feminist meaning","misogyny","feminism memes",NA,NA,NA,NA
"306","CA",2016-03-01,"feminism definition","what is feminism",NA,"intersectional feminism","feminist definition","waves of feminism","second wave feminism","third wave feminism","radical feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","IN",2016-03-01,"feminism meaning","feminist meaning","feminism quotes","feminism in india","feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","GB",2016-03-01,NA,"feminism definition","what is feminism","radical feminism","intersectional feminism","feminist definition","everyday feminism","modern feminism","emma watson","second wave feminism","third wave feminism","first wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","US",2016-04-01,NA,"feminism definition","what is feminism","feminist definition","intersectional feminism","new feminism","second wave feminism","feminism quotes","black feminism","white feminism","third wave feminism","radical feminism","everyday feminism","beyonce feminism","first wave feminism","feminist movement","modern feminism","anti feminism","gloria steinem","feminism today","maisie williams feminism","meninism","american indian movement","the feminine mystique","extreme feminism","maisie williams feminism speech","chicana feminism","affirmative action","humanism","transnational feminism","phyllis schlafly","what is white feminism","feminism is cancer","milo yiannopoulos","why feminism is bad","cesar chavez","betty friedan","women against feminism","feminism timeline",NA
"310","CA",2016-04-01,"feminism definition",NA,"third wave feminism","feminist definition","everyday feminism","second wave feminism","intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","IN",2016-04-01,"feminism meaning","feminist meaning","feminism definition","what is feminism","feminism in india",NA,"sex positive feminism","feminine meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","GB",2016-04-01,NA,"feminism definition","what is feminism","radical feminism","intersectional feminism","everyday feminism","liberal feminism","feminist definition","third wave feminism","second wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","NG",2016-04-01,"what is feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","US",2016-05-01,NA,"feminism definition","what is feminism","feminist definition","black feminism","intersectional feminism","feminism quotes","second wave feminism","third wave feminism","everyday feminism","radical feminism","modern feminism","first wave feminism","feminism is cancer","white feminism","waves of feminism","betty friedan","feminist movement","anti feminism","milo yiannopoulos","feminism news","egalitarianism","i need feminism because","feminism memes","feminism meaning","fourth wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","IN",2016-05-01,"feminism meaning",NA,"feminist meaning","feminism definition","sex positive feminism","feminism in india","lesbian feminism","feminine meaning","radical feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","GB",2016-05-01,"feminism definition","what is feminism",NA,"radical feminism","everyday feminism","intersectional feminism","third wave feminism","feminist definition","second wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","US",2016-06-01,"feminism definition",NA,"what is feminism","feminist definition","intersectional feminism","feminism is cancer","everyday feminism","white feminism","third wave feminism","anti feminism","radical feminism","second wave feminism","first wave feminism","feminism meaning","what is a feminist","feminism meme","milo yiannopoulos","feminism definition beyonce","love joy feminism","milo yiannopoulos feminism is cancer","carceral feminism","mgtow","full frontal feminism","feminism is cancer vine","why feminism is bad","advocacy definition","how to fix feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","CA",2016-06-01,NA,"feminism definition","third wave feminism","intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","IN",2016-06-01,"feminism meaning","feminist meaning","feminism definition","sex positive feminism","lesbian feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","GB",2016-06-01,NA,"feminism definition","what is feminism","radical feminism","liberal feminism","feminist definition","intersectional feminism","everyday feminism","third wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","US",2016-07-01,"feminism definition",NA,"what is feminism","feminist definition","everyday feminism","intersectional feminism","white feminism","feminism quotes","third wave feminism","radical feminism","feminism meme","feminism meaning","ghostbusters feminism","feminism is cancer","women against feminism","second wave feminism","love joy feminism","feminazi","milo yiannopoulos","liberal feminism","feminism definition beyonce","mirror box feminism","types of feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","CA",2016-07-01,NA,"feminism definition","what is feminism","everyday feminism","intersectional feminism","feminism is cancer","second wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","IN",2016-07-01,"feminism meaning","feminist meaning","feminism definition",NA,"feminine meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","GB",2016-07-01,NA,"feminism definition","what is feminism","intersectional feminism","women against feminism","everyday feminism","third wave feminism","feminism meaning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","US",2016-08-01,"feminism definition",NA,"what is feminism","feminist definition","everyday feminism","intersectional feminism","white feminism","black feminism","third wave feminism","feminism is cancer","obama feminism","radical feminism","hillary clinton","first wave feminism","what is a feminist","love joy feminism","emma watson feminism","full frontal feminism","egalitarian","feminist meme","misogyny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","CA",2016-08-01,"feminism definition","intersectional feminism",NA,"everyday feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","US",2016-09-01,"feminism definition",NA,"what is feminism","feminist definition","black feminism","intersectional feminism","everyday feminism","radical feminism","white feminism","third wave feminism","feminism quotes","feminism is cancer","second wave feminism","liberal feminism","first wave feminism","what is a feminist","feminism is for everybody","patriarchy","love joy feminism","feminism meaning","feminist quotes","trans exclusionary feminism","lena dunham","feminist theory","chimamanda ngozi adichie","the flipside of feminism","chimamanda ngozi adichie feminism","feminism memes","feminist movement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","CA",2016-09-01,"feminism definition","everyday feminism","what is feminism","intersectional feminism","second wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","IN",2016-09-01,NA,"feminism meaning","feminist meaning","feminism definition","feminism in india","feminism meaning in hindi","sex positive feminism","what is feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","GB",2016-09-01,"feminism definition","intersectional feminism","what is feminism","radical feminism",NA,"marxism","feminist definition","third wave feminism","everyday feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","US",2016-10-01,NA,"feminism definition","what is feminism","feminist definition","intersectional feminism","everyday feminism","white feminism","feminism quotes","radical feminism","third wave feminism","second wave feminism","anti feminism","first wave feminism","liberal feminism","what is a feminist","feminism is cancer","beyonce feminism","waves of feminism","feminism meaning","meninist","radical feminism definition","feminism is the radical notion","misogyny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","CA",2016-10-01,NA,"feminism definition","feminist definition","liberal feminism","radical feminism","third wave feminism","intersectional feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","IN",2016-10-01,NA,"feminism meaning","feminist meaning","sex positive feminism","feminism definition","radical feminism","what is feminism","lesbian feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","GB",2016-10-01,NA,"feminism definition","what is feminism","liberal feminism","radical feminism","intersectional feminism","second wave feminism","marxist feminism","what is a feminist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","US",2016-11-01,NA,"feminism definition","what is feminism","feminist definition","white feminism","intersectional feminism","feminism quotes","everyday feminism","radical feminism","second wave feminism","third wave feminism","feminism history","feminism or cancer","liberal feminism","beyonce feminism","first wave feminism","post feminism","what is a feminist","feminism is cancer","patriarchy","history of feminism","feminism meme","breitbart feminism cancer","would you rather your child had feminism or cancer","carceral feminism","feminism is for everybody","feminism definition beyonce","radical feminism definition","fourth wave feminism","racism","misogyny","would you rather your child have feminism or cancer","milo yiannopoulos feminism","opposite of feminism","milo yiannopoulos",NA,NA,NA,NA,NA
"336","CA",2016-11-01,"feminism definition","what is feminism","intersectional feminism","second wave feminism","everyday feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","IN",2016-11-01,"feminism meaning",NA,"feminism definition","feminist meaning","feminism in india","what feminism has achieved","what is feminism","lesbian feminism","radical feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","GB",2016-11-01,"feminism definition","what is feminism","radical feminism","black feminism","intersectional feminism","third wave feminism",NA,"second wave feminism","feminism meaning","marxist feminism","difference feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","US",2016-12-01,NA,"feminism definition","what is feminism","feminist definition","black feminism","feminism quotes","second wave feminism","white feminism","everyday feminism","third wave feminism","radical feminism","feminism history","intersectional feminism","liberal feminism","feminism meaning","waves of feminism","first wave feminism","feminism meme","feminism is cancer","anti feminism","liberal feminism definition","feminist opposite","fourth wave feminism","gloria steinem","misogyny","quotes about feminism","why feminism is bad","milo yiannopoulos","feminism memes","types of feminism","radical feminism definition",NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","CA",2016-12-01,"feminism definition",NA,"what is feminism","intersectional feminism","third wave feminism","second wave feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","IN",2016-12-01,NA,"feminism meaning","feminist meaning","feminism definition","what is feminism","feminism in hindi","lesbian feminism","liberal feminism",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
